2018-11-06 18:44:20,"RT @pisorgpl: 🇵🇱 Gminy, w których wygrało Prawo i Sprawiedliwość. 👍 #WyborySamorządowe2018 #DotrzymujemySłowa https://t.co/yYh5PaTk0h"
2018-11-06 18:43:11,"Przyszedłem,  zobaczyłem, zwyciężyłem.
#kaczynski 
#wyborysamorzadowe2018 
#żenadaroku"
2018-11-06 18:39:54,"RT @pisorgpl: 🇵🇱 Gminy, w których wygrało Prawo i Sprawiedliwość. 👍 #WyborySamorządowe2018 #DotrzymujemySłowa https://t.co/yYh5PaTk0h"
2018-11-06 18:39:22,"RT @pisorgpl: 🇵🇱 Gminy, w których wygrało Prawo i Sprawiedliwość. 👍 #WyborySamorządowe2018 #DotrzymujemySłowa https://t.co/yYh5PaTk0h"
2018-11-06 18:37:36,"RT @BratWodza: #WyborySamorządowe2018
Moja ulubiona infografika obrazująca klęskę @pisorgpl
i wielkie zwycięstwo jakie odniosła #KoalicjaOb…"
2018-11-06 18:37:33,"To jest niesamowite.

Redaktor Wiadomości podsumował #WyborySamorządowe2018 w miastach jednym zdaniem:

""Kandydat K… https://t.co/GYu5rp6q4N"
2018-11-06 18:35:49,"RT @pisorgpl: 🇵🇱 Gminy, w których wygrało Prawo i Sprawiedliwość. 👍 #WyborySamorządowe2018 #DotrzymujemySłowa https://t.co/yYh5PaTk0h"
2018-11-06 18:34:54,"#wyborysamorzadowe2018 podsumowanie? Bo prawica jest po prostu taka ""Małomiasteczkowa"" 🎶😅"
2018-11-06 18:34:00,"❗UWAGA❗

Potrzebuję pomocy, czy ktos zna jakies polskie piosenki? 

Warunek jest jeden, artysta, ktory wykonuje tę… https://t.co/MSlzI6R65p"
2018-11-06 18:34:00,RT @pisorgpl: ‼🇵🇱 Prawo i Sprawiedliwość zwyciężyło w 162 powiatach. Wzrost o 56% w stosunku do 2014 roku to historyczny rekord! 👍 #WyboryS…
2018-11-06 18:33:36,"RT @pisorgpl: 🇵🇱 Prawo i Sprawiedliwość w wyborach na wójtów, burmistrzów oraz prezydentów miast uzyskało o 90,32% więcej mandatów w porówn…"
2018-11-06 18:33:09,"RT @pisorgpl: 🇵🇱 Powiaty, w których wygrało Prawo i Sprawiedliwość. 👍 #WyborySamorządowe2018 #DotrzymujemySłowa https://t.co/I8FetZNp9J"
2018-11-06 18:31:31,"RT @pisorgpl: 🇵🇱 Gminy, w których wygrało Prawo i Sprawiedliwość. 👍 #WyborySamorządowe2018 #DotrzymujemySłowa https://t.co/yYh5PaTk0h"
2018-11-06 18:30:56,"RT @BalliMarzec: #wyborysamorzadowe2018 czuję się jak po Mundialu #Moskwa mieliśmy wygrać a dostaliśmy łomot
Przyczyny:
Olewanie twardego e…"
2018-11-06 18:29:53,"w Warszawie uprawnionych do głosowania było 1343702 osoby, Trzaskowski zdobył 505187 głosów, to znaczy że Trzaskows… https://t.co/k4HRABUfY2"
2018-11-06 18:29:18,"RT @PR24_pl: .@PKrulikowski: J. Kaczyński chciał przypomnieć o bezwzględnych liczbach.  Przez dwa tygodnie zbudował się nieco przekaz, że c…"
2018-11-06 18:25:46,@pisorgpl obwieścił swój sukces. Zobaczcie kto naprawdę wygrał gminy w powiecie puławskim na Lubelszczyźnie i nie d… https://t.co/kp4nkis1GU
2018-11-06 18:25:43,"@PiS_Krakow #PiS #WyborySamorządowe2018 #dotrzymujemysłowa #DobraZmiana #PL100 wybory wybory i po wyborach, jak się… https://t.co/Tw9tzobJOX"
2018-11-06 18:22:38,"RT @TadKapla: Pytacie siebe, kto głosował na złodziei w #wyborysamorzadowe2018 ? No więc zapytaj lekarza konowała, od lewych zwolnień, na k…"
2018-11-06 18:19:38,"RT @pisorgpl: 🇵🇱 Prawo i Sprawiedliwość uzyskało 15,72% głosów w radach gmin do 20 tys. w skali kraju. 👍 #WyborySamorządowe2018 #Dotrzymuje…"
2018-11-06 18:18:41,RT @pisorgpl: 🇵🇱 Prawo i Sprawiedliwość uzyskało aż 3991 mandatów w radach gmin do 20 tys. w skali kraju. 👍 #WyborySamorządowe2018 #Dotrzym…
2018-11-06 18:18:29,RT @MarchewkaHubert: Matematyka nie kłamie. Pamiętacie słynne zwycięstwo #27do1 Pana @eucopresident ? Teraz @pisorgpl dostał podobny łomot…
2018-11-06 18:14:46,"RT @beatamk: 🇵🇱 Nasze zwycięstwo nie podlega najmniejszej wątpliwości, świadczą o tym twarde dane. To dobry prognostyk na nadchodzące wybor…"
2018-11-06 18:13:54,"RT @pisorgpl: 🇵🇱 Prawo i Sprawiedliwość w wyborach na wójtów, burmistrzów oraz prezydentów miast uzyskało o 90,32% więcej mandatów w porówn…"
2018-11-06 18:13:19,"RT @TadKapla: Pytacie siebe, kto głosował na złodziei w #wyborysamorzadowe2018 ? No więc zapytaj lekarza konowała, od lewych zwolnień, na k…"
2018-11-06 18:12:00,RT @pisorgpl: 🇵🇱 Prawo i Sprawiedliwość uzyskało aż 1877 mandatów w radach gmin pow. 20 tys. w skali kraju. 👍 #WyborySamorządowe2018 #Dotrz…
2018-11-06 18:11:16,"RT @pisorgpl: 🇵🇱 Gminy, w których wygrało Prawo i Sprawiedliwość. 👍 #WyborySamorządowe2018 #DotrzymujemySłowa https://t.co/yYh5PaTk0h"
